Ensembl_ID,Gene_symbol,Log_FoldChange,logCPM,PValue,FDR_adjusted_P.value,Power,BCOV
ENSG00000229544,NKX1-2,0.439,-0.257,0.982924605,1,0.123,2.243
ENSG00000184108,TRIML1,0.266,-0.085,1,1,0.068,2.364
ENSG00000274672,TSEN34,0.005,-0.35,1,1,0.026,1.185
ENSG00000274796,TSEN34,-0.005,-0.35,1,1,0.026,1.185
ENSG00000273896,TSEN34,-0.002,-0.35,1,1,0.025,1.185
ENSG00000275165,TSEN34,-0.004,-0.35,1,1,0.026,1.185
ENSG00000274078,TSEN34,0.001,-0.35,1,1,0.025,1.185
ENSG00000197532,OR6Y1,0.087,-0.12,1,1,0.035,2.535
ENSG00000267421,LOC101928982,0.51,-0.448,0.976312912,1,0.147,2.257
ENSG00000167139,TBC1D21,0.213,-0.35,1,1,0.055,2.42
ENSG00000278712,TSEN34,0.02,-0.336,1,1,0.028,1.196
ENSG00000197683,KRTAP26-1,0.073,-0.172,1,1,0.033,2.498
ENSG00000240596,KCNAB1-AS2,0.262,-0.351,1,1,0.073,2.077
ENSG00000205669,ACOT6,0.146,-0.407,1,1,0.05,1.774
ENSG00000232954,LINC00374,0.044,-0.266,1,1,0.031,1.952
ENSG00000229941,LOC105373764,0.304,-0.291,1,1,0.082,2.171
ENSG00000167098,SUN5,0.191,-0.177,1,1,0.05,2.581
ENSG00000249073,WSPAR,0.212,-0.218,1,1,0.058,2.214
ENSG00000233232,NPIPB8,0.056,-0.257,1,1,0.032,2.262
ENSG00000278606,KIR2DL4,0.162,-0.094,1,1,0.051,2.018
ENSG00000186440,OR6P1,0.262,-0.174,1,1,0.065,2.439
ENSG00000259024,TVP23C-CDRT4,0.484,-0.372,1,1,0.113,2.705
ENSG00000267779,LINC01533,0.11,-0.196,1,1,0.039,2.259
ENSG00000188820,FAM26F,0.244,-0.324,0.984920455,1,0.076,1.778
ENSG00000207652,MIR621,0.18,-0.269,1,1,0.055,1.994
ENSG00000130829,DUSP9,0.026,-0.163,1,1,0.028,2.573
ENSG00000242153,TTTY9A,0.166,-0.169,1,1,0.045,2.634
ENSG00000180658,OR2A4,0.207,-0.242,1,1,0.057,2.249
ENSG00000266666,MIR4325,0.055,0.062,1,1,0.031,2.477
ENSG00000213075,RPL31P11,0.3,-0.17,1,1,0.09,1.928
ENSG00000271237,HMGB1P50,0.05,-0.084,1,1,0.031,2.097
ENSG00000213892,CEACAM16,0.318,-0.216,1,1,0.078,2.442
ENSG00000141255,SPATA22,0.15,-0.229,1,1,0.048,2.031
ENSG00000087128,TMPRSS11E,0.081,-0.244,1,1,0.037,1.907
ENSG00000234076,TPRG1-AS1,-0.019,-0.322,1,1,0.027,1.886
ENSG00000083782,EPYC,0.13,-0.2,1,1,0.045,1.984
ENSG00000118245,TNP1,0.318,-0.191,1,1,0.083,2.263
ENSG00000099985,OSM,0.162,-0.023,1,1,0.051,2.068
ENSG00000096264,NCR2,0.02,-0.098,1,1,0.027,2.401
ENSG00000225437,PACRG-AS2,0.277,-0.094,1,1,0.082,1.964
ENSG00000121552,CSTA,0.076,-0.08,1,1,0.037,1.711
ENSG00000244067,GSTA2,0.152,0.028,1,1,0.047,2.18
ENSG00000165204,OR1K1,0.314,-0.111,0.990799817,1,0.094,1.96
ENSG00000275563,LOC100508046,0.223,-0.196,1,1,0.058,2.38
ENSG00000202337,RNU6-8,0.051,-0.244,1,1,0.032,1.845
ENSG00000201654,RNU6-7,0.052,-0.244,1,1,0.032,1.845
ENSG00000273331,TM4SF19,0.356,-0.263,0.98075112,1,0.103,2.054
ENSG00000138379,MSTN,0.177,-0.003,1,1,0.057,1.892
ENSG00000187012,LINC00207,0.395,-0.002,0.961353743,1,0.125,1.98
ENSG00000232307,DAOA-AS1,0.165,-0.034,1,1,0.052,2.007
ENSG00000225516,FAM197Y2,0.415,-0.004,1,1,0.108,2.417
ENSG00000265215,MIR4269,0.058,-0.144,1,1,0.034,1.56
ENSG00000277630,LOC100288966,0.185,-0.042,1,1,0.053,2.257
ENSG00000253404,LOC105379194,0.212,-0.061,1,1,0.07,1.701
ENSG00000196171,OR6K2,0.058,0.004,1,1,0.032,2.171
ENSG00000273575,KIR2DL4,0.383,0.072,0.962546431,1,0.117,2.035
ENSG00000182346,DAOA,0.027,0.006,1,1,0.028,1.961
ENSG00000069482,GAL,0.259,-0.094,1,1,0.074,2.048
ENSG00000234599,HCG9,-0.001,-0.118,1,1,0.025,2.373
ENSG00000170236,USP50,0.144,0.019,1,1,0.049,1.914
ENSG00000152611,CAPSL,0.188,0.012,1,1,0.062,1.745
ENSG00000176742,OR51V1,0.419,0.23,0.979573191,1,0.124,2.186
ENSG00000224227,OR2L1P,0.175,0.031,1,1,0.053,2.069
ENSG00000182585,EPGN,0.325,0.016,0.987100116,1,0.1,1.928
ENSG00000167799,NUDT8,0.136,0.016,1,1,0.049,1.788
ENSG00000255095,OR1D4,0.061,0.134,1,1,0.032,2.464
ENSG00000186471,AKAP14,0.357,-0.152,0.975982764,1,0.106,2.028
ENSG00000143185,XCL2,0.179,-0.044,1,1,0.059,1.775
ENSG00000134389,CFHR5,0.225,0.096,1,1,0.067,1.991
ENSG00000255521,LOC100507144,0.289,0.066,1,1,0.083,2.071
ENSG00000161594,KLHL10,0.155,0.035,1,1,0.05,2.027
ENSG00000102128,RAB40AL,0.228,0.055,1,1,0.072,1.844
ENSG00000168757,TSPY2,0.151,-0.094,1,1,0.046,2.323
ENSG00000283520,LOC107987490,0.795,0.004,0.957791162,1,0.195,3.123
ENSG00000164708,PGAM2,0.186,0.038,1,1,0.054,2.184
ENSG00000233642,GPR158-AS1,0.106,-0.09,1,1,0.039,2.161
ENSG00000135625,EGR4,-0.025,0.078,1,1,0.029,1.698
ENSG00000173093,CCDC63,0.493,0.045,0.97525145,1,0.135,2.418
ENSG00000165799,RNASE7,0.171,0.089,1,1,0.052,2.092
ENSG00000204711,C9orf135,0.286,0.051,0.967984191,1,0.09,1.848
ENSG00000236637,IFNA4,0.278,0.114,1,1,0.087,1.875
ENSG00000282076,KCNQ1,0.234,0.078,1,1,0.07,1.962
ENSG00000090512,FETUB,0.391,0.163,0.993616309,1,0.121,2.038
ENSG00000225362,CT62,0.023,0.219,1,1,0.028,2.007
ENSG00000248492,ZFAT-AS1,0.162,0.014,1,1,0.058,1.618
ENSG00000205022,PABPN1L,0.322,0.149,0.965210283,1,0.098,1.984
ENSG00000215595,C20orf202,-0.019,0.061,1,1,0.028,1.792
ENSG00000276219,ZNF676,0.079,0.243,1,1,0.038,1.662
ENSG00000231729,ARHGEF9-IT1,0.181,-0.004,1,1,0.063,1.621
ENSG00000187959,CPSF4L,0.074,0.169,1,1,0.038,1.538
ENSG00000183631,PRR32,0.112,0.282,1,1,0.041,2.099
ENSG00000271852,SNORD11B,0.282,-0.078,0.9745007,1,0.097,1.642
ENSG00000146469,VIP,0.189,0.019,1,1,0.062,1.764
ENSG00000204583,LRCOL1,0.055,0.249,1,1,0.032,1.993
ENSG00000225141,PRRT1,0.148,0.247,0.995724275,1,0.074,0.947
ENSG00000227122,PRRT1,0.151,0.248,0.995779299,1,0.075,0.947
ENSG00000263834,MIR4635,0.094,0.036,1,1,0.039,1.926
ENSG00000229780,UBE2Q1-AS1,0.092,0.088,1,1,0.044,1.309
ENSG00000218357,LINC01644,0.09,0.22,1,1,0.038,1.94
ENSG00000184956,MUC6,0.132,0.446,1,1,0.051,1.627
ENSG00000283350,MUC6,0.132,0.446,1,1,0.051,1.627
ENSG00000171405,XAGE5,0.112,0.136,1,1,0.045,1.703
ENSG00000228397,LINC01635,0.258,0.208,1,1,0.072,2.158
ENSG00000163216,SPRR2D,0.353,0.265,1,1,0.098,2.225
ENSG00000256870,SLC5A8,0.218,0.25,1,1,0.049,3.113
ENSG00000184530,C6orf58,0.162,0.245,1,1,0.054,1.882
ENSG00000231107,LINC01508,0.273,0.264,0.97003985,1,0.088,1.838
ENSG00000133115,STOML3,0.084,0.236,1,1,0.037,2.039
ENSG00000160963,COL26A1,0.238,0.157,1,1,0.062,2.401
ENSG00000250799,PRODH2,0.126,0.194,1,1,0.043,2.203
ENSG00000182557,SPNS3,0.044,0.172,1,1,0.031,1.831
ENSG00000196242,OR2C3,0.164,0.355,1,1,0.051,2.083
ENSG00000207279,SNORD116-24,0.199,0.114,1,1,0.068,1.682
ENSG00000177294,FBXO39,0.372,0.258,0.952197964,1,0.123,1.906
ENSG00000206885,SNORA75,0.066,0.205,1,1,0.034,2.068
ENSG00000165606,DRGX,0.158,0.234,1,1,0.054,1.806
ENSG00000227071,FOCAD-AS1,0.2,0.192,0.97155798,1,0.075,1.481
ENSG00000258876,TGFB3-AS1,0.203,0.171,1,1,0.074,1.516
ENSG00000269037,LINC01838,0.071,0.441,1,1,0.034,2.279
ENSG00000136939,OR1L4,0.267,0.129,0.967316674,1,0.093,1.65
ENSG00000206478,IER3,0.251,0.328,1,1,0.063,2.492
ENSG00000114771,AADAC,0.202,0.263,1,1,0.069,1.709
ENSG00000275153,TBC1D3K,0.415,0.492,1,1,0.08,3.299
ENSG00000249948,GBA3,0.296,0.439,0.981910351,1,0.092,1.943
ENSG00000160539,PLPP7,0.088,0.369,1,1,0.04,1.648
ENSG00000226287,TMEM191A,0.092,0.314,1,1,0.042,1.558
ENSG00000177350,RPL13AP3,0.053,0.35,1,1,0.033,1.735
ENSG00000133105,RXFP2,0.112,0.355,1,1,0.045,1.746
ENSG00000248809,LINC01095,0.084,0.405,1,1,0.038,1.865
ENSG00000258039,LOC101928937,0.323,0.341,0.961708348,1,0.111,1.771
ENSG00000277132,UGT2B15,0.701,0.349,1,1,0.163,3.141
ENSG00000184221,OLIG1,0.023,0.469,1,1,0.028,1.762
ENSG00000248866,USP46-AS1,0.075,0.237,1,1,0.041,1.245
ENSG00000233746,LINC00656,0.225,0.569,1,1,0.065,2.155
ENSG00000239183,SNORA84,0.199,0.302,0.965594986,1,0.07,1.644
ENSG00000175664,TEX26,0.074,0.38,1,1,0.035,2.03
ENSG00000236729,HCG17,0.192,0.289,1,1,0.054,2.284
ENSG00000250988,SNHG21,0.262,0.323,0.955757106,1,0.091,1.683
ENSG00000274699,TAS2R30,0.578,0.265,0.981318453,1,0.15,2.699
ENSG00000237764,LOC101928283,0.127,0.311,1,1,0.051,1.534
ENSG00000159495,TGM7,0.26,0.895,1,1,0.063,2.631
ENSG00000214146,LINC02026,0.33,0.273,0.963242078,1,0.108,1.871
ENSG00000278633,LOC107985583,0.148,0.468,1,1,0.043,2.581
ENSG00000204025,TRPC5OS,0.293,0.52,1,1,0.081,2.227
ENSG00000035720,STAP1,0.216,0.392,0.963624851,1,0.081,1.503
ENSG00000237479,LOC105373876,0.265,0.522,0.968137772,1,0.086,1.853
ENSG00000186675,MAGEE2,0.243,0.37,0.961873032,1,0.082,1.721
ENSG00000215009,ACSM4,0.047,0.42,1,1,0.032,1.894
ENSG00000138315,OIT3,0.203,0.519,1,1,0.061,2.07
ENSG00000182533,CAV3,0.036,0.239,1,1,0.031,1.472
ENSG00000259724,LINC01581,0.055,0.515,1,1,0.032,2.136
ENSG00000277983,NPIPA7,0.162,0.134,1,1,0.04,3.344
ENSG00000167612,ANKRD33,0.133,0.511,1,1,0.047,1.985
ENSG00000021852,C8B,0.014,0.485,1,1,0.027,2.119
ENSG00000267213,LOC400684,0.108,0.406,0.990942105,1,0.053,1.156
ENSG00000227659,CLYBL-AS2,0.141,0.38,0.990437489,1,0.059,1.356
ENSG00000206633,SNORA80B,0.197,0.377,0.982850818,1,0.074,1.507
ENSG00000235054,LINC01777,0.177,0.413,1,1,0.065,1.578
ENSG00000225037,EIF1AX-AS1,0.108,0.206,1,1,0.046,1.527
ENSG00000203910,C1orf146,0.104,0.375,1,1,0.05,1.236
ENSG00000175229,GAL3ST3,0.225,0.566,1,1,0.072,1.872
ENSG00000204334,ERICH2,0.05,0.511,1,1,0.034,1.469
ENSG00000145642,FAM159B,0.275,0.416,0.99607769,1,0.096,1.704
ENSG00000143768,LEFTY2,0.093,0.523,1,1,0.043,1.487
ENSG00000174332,GLIS1,0.365,0.578,0.958567602,1,0.123,1.905
ENSG00000258867,LINC01146,0.187,0.509,1,1,0.066,1.693
ENSG00000113396,SLC27A6,0.207,0.564,1,1,0.067,1.855
ENSG00000173728,C1orf100,0.112,0.422,1,1,0.052,1.247
ENSG00000255433,LOC101927120,0.152,0.658,1,1,0.052,1.879
ENSG00000275496,LOC102724701,0.26,0.751,1,1,0.071,2.284
ENSG00000226650,KIF4B,0.093,0.608,1,1,0.042,1.677
ENSG00000251574,LOC105379109,0.172,0.699,1,1,0.061,1.725
ENSG00000222018,C21orf140,0.416,0.242,1,1,0.093,2.825
ENSG00000131019,ULBP3,0.158,0.517,1,1,0.053,1.92
ENSG00000282815,TEX13C,0.201,0.562,0.999497234,1,0.081,1.402
ENSG00000184986,TMEM121,0.244,0.552,0.954937409,1,0.087,1.651
ENSG00000251165,F11-AS1,0.155,0.557,1,1,0.056,1.731
ENSG00000140623,12-Sep,0.302,0.665,0.972378478,1,0.105,1.774
ENSG00000244623,OR2AE1,0.117,0.528,1,1,0.043,2.056
ENSG00000155428,TRIM74,0.314,0.753,1,1,0.088,2.224
ENSG00000261156,LINC01989,0.345,0.697,0.993094529,1,0.108,2.026
ENSG00000176160,HSF5,0.075,0.675,1,1,0.038,1.668
ENSG00000233223,LOC100996842,0.181,0.652,0.956847009,1,0.072,1.445
ENSG00000130167,TSPAN16,0.197,0.724,0.961202521,1,0.079,1.443
ENSG00000277215,SPANXA2-OT1,0.129,0.69,1,1,0.053,1.494
ENSG00000269019,LOC102724360,0.052,0.698,1,1,0.034,1.497
ENSG00000184507,NUTM1,0.287,0.78,0.980188386,1,0.099,1.784
ENSG00000238243,OR2W3,0.162,0.817,1,1,0.055,1.878
ENSG00000274965,TRPM1,0.458,0.627,0.989584429,1,0.121,2.509
ENSG00000224204,PHEX-AS1,0.114,0.655,1,1,0.047,1.619
ENSG00000281775,FTCD,0.023,0.636,1,1,0.029,1.5
ENSG00000282266,ATP9B,0.022,0.534,1,1,0.029,1.432
ENSG00000171989,LDHAL6B,0.165,0.62,0.980034462,1,0.071,1.299
ENSG00000159339,PADI4,0.024,0.69,1,1,0.03,1.133
ENSG00000280908,PADI4,0.024,0.69,1,1,0.03,1.132
ENSG00000118156,ZNF541,0.36,0.891,0.965405538,1,0.115,2.023
ENSG00000248529,LOC101928651,0.041,0.69,1,1,0.031,1.928
ENSG00000254377,MIR124-2HG,0.127,0.775,1,1,0.045,2
ENSG00000274332,LRRC37A2,0.685,1.057,0.953932434,1,0.184,2.857
ENSG00000134765,DSC1,0.287,0.865,0.958863645,1,0.104,1.714
ENSG00000167780,SOAT2,0.265,0.796,0.995681235,1,0.087,1.868
ENSG00000276161,SNORA17B,0.019,0.648,1,1,0.028,1.716
ENSG00000189269,DRICH1,0.081,0.691,1,1,0.04,1.583
ENSG00000253522,MIR146A,0.057,0.813,1,1,0.036,1.472
ENSG00000113525,IL5,0.203,0.717,1,1,0.067,1.826
ENSG00000225174,OSTM1-AS1,0.227,0.771,1,1,0.069,2.03
ENSG00000226747,LOC101927196,0.21,0.744,1,1,0.066,1.956
ENSG00000274516,FAM74A6,0.174,0.866,1,1,0.067,1.536
ENSG00000213538,KRT8P41,0.195,0.797,0.961632836,1,0.083,1.333
ENSG00000105507,CABP5,0.253,0.965,1,1,0.08,1.951
ENSG00000139914,FITM1,0.135,0.929,1,1,0.055,1.532
ENSG00000256690,LOC105369332,0.1,0.765,1,1,0.047,1.389
ENSG00000023572,GLRX2,0.084,0.678,1,1,0.044,1.26
ENSG00000232758,HCG27,0.07,0.705,1,1,0.039,1.43
ENSG00000161180,CCDC116,0.01,0.943,1,1,0.027,1.638
ENSG00000253311,LINC01847,0.25,0.945,0.999649627,1,0.09,1.689
ENSG00000207001,SNORD116-2,0.11,0.734,1,1,0.043,1.95
ENSG00000188290,HES4,0.047,1.056,1,1,0.034,1.416
ENSG00000236765,DXO,0.259,0.826,0.966101078,1,0.095,1.642
ENSG00000168004,HRASLS5,0.091,0.975,1,1,0.041,1.777
ENSG00000235910,APOA1-AS,0.076,0.76,1,1,0.044,1.157
ENSG00000227927,MACROD2-IT1,0.273,0.897,0.965320452,1,0.108,1.554
ENSG00000214725,CDIPT-AS1,0.119,0.828,1,1,0.051,1.503
ENSG00000228839,PIK3IP1-AS1,0.14,0.796,0.994851576,1,0.063,1.264
ENSG00000204022,LIPJ,0.26,0.855,0.991123324,1,0.09,1.764
ENSG00000153233,PTPRR,0.051,0.833,1,1,0.033,1.678
ENSG00000187642,PERM1,0.081,1.067,1,1,0.039,1.78
ENSG00000198054,DSCR8,0.047,0.895,1,1,0.035,1.193
ENSG00000166396,SERPINB7,0.231,0.984,1,1,0.073,1.942
ENSG00000223442,TH2LCRR,0.123,0.75,0.982270214,1,0.06,1.144
ENSG00000154415,PPP1R3A,0.207,1.082,1,1,0.063,2.06
ENSG00000158473,CD1D,0.12,1.196,1,1,0.05,1.627
ENSG00000174898,CATSPERD,0.094,0.949,1,1,0.043,1.632
ENSG00000261787,TCF24,0.042,0.921,1,1,0.034,1.252
ENSG00000257114,LOC105369739,0.107,0.99,0.969652314,1,0.054,1.165
ENSG00000100628,ASB2,0.166,1.104,0.968240737,1,0.068,1.444
ENSG00000278693,ASB2,0.166,1.104,0.968248257,1,0.068,1.444
ENSG00000087237,CETP,0.08,0.991,1,1,0.044,1.226
ENSG00000189409,MMP23B,0.11,1.168,0.997202183,1,0.052,1.328
ENSG00000057149,SERPINB3,0.205,0.863,1,1,0.06,2.187
ENSG00000196972,SMIM10L2B,0.113,1.229,0.986360465,1,0.053,1.368
ENSG00000183979,NPB,0.128,0.95,1,1,0.051,1.631
ENSG00000170298,LGALS9B,0.012,1.052,1,1,0.027,1.586
ENSG00000197632,SERPINB2,0.397,1.151,0.954010965,1,0.122,2.163
ENSG00000187033,SAMD7,0.127,1.268,1,1,0.053,1.533
ENSG00000175600,SUGCT,0.155,1.174,1,1,0.064,1.461
ENSG00000174567,GOLT1A,0.118,1.002,1,1,0.053,1.373
ENSG00000237803,LINC00211,0.186,1.117,0.953025482,1,0.078,1.414
ENSG00000282230,ADAM9,0.565,0.831,0.999708476,1,0.141,2.806
ENSG00000116032,GRIN3B,0.097,1.013,1,1,0.045,1.538
ENSG00000278845,MRPL45,0.045,1.056,1,1,0.031,2.136
ENSG00000254811,LOC101928535,0.055,1.161,1,1,0.039,1.114
ENSG00000163331,DAPL1,0.073,1.168,1,1,0.04,1.407
ENSG00000101251,SEL1L2,0.198,1.27,1,1,0.071,1.714
ENSG00000253165,LOC101927798,-0.01,0.964,1,1,0.027,1.066
ENSG00000164879,CA3,0.069,1.215,1,1,0.039,1.449
ENSG00000255526,NEDD8-MDP1,0.139,1.049,1,1,0.048,2.056
ENSG00000168452,PPT2,0.027,1.304,0.982157048,1,0.033,0.838
ENSG00000265005,MIR548W,0.143,1.237,0.976254323,1,0.078,1.013
ENSG00000248933,USP17L22,0.022,0.987,1,1,0.027,2.456
ENSG00000070388,FGF22,0.052,1.153,1,1,0.037,1.162
ENSG00000077274,CAPN6,0.152,1.292,1,1,0.055,1.822
ENSG00000166819,PLIN1,0.025,1.418,1,1,0.029,1.557
ENSG00000275036,MIR8086,0.081,1.187,1,1,0.047,1.089
ENSG00000275051,PIWIL1,0.152,1.415,1,1,0.065,1.414
ENSG00000158865,SLC5A11,0.049,1.309,1,1,0.034,1.514
ENSG00000255833,TIFAB,0.107,1.235,1,1,0.044,1.809
ENSG00000196668,LINC00173,0.088,1.276,1,1,0.045,1.382
ENSG00000233087,WTH3DI,0.113,1.503,1,1,0.047,1.682
ENSG00000185669,SNAI3,0.081,1.363,0.951750075,1,0.05,0.976
ENSG00000267871,LOC105372476,0.066,1.265,1,1,0.044,0.986
ENSG00000226103,C6orf47,0.038,1.213,1,1,0.034,1.061
ENSG00000226531,C6orf47,0.038,1.213,1,1,0.034,1.061
ENSG00000203623,C6orf47,0.038,1.214,1,1,0.034,1.061
ENSG00000213578,CPLX3,0.142,0.98,1,1,0.049,1.984
ENSG00000165874,FAM35BP,0.011,1.489,1,1,0.027,1.751
ENSG00000161328,LRRC56,0.156,1.279,1,1,0.052,1.998
ENSG00000282477,FP248,0.089,1.214,1,1,0.048,1.201
ENSG00000007216,SLC13A2,0.079,1.293,1,1,0.038,1.796
ENSG00000250075,LOC101927237,0.186,1.21,0.954121928,1,0.083,1.316
ENSG00000177757,FAM87B,0.135,1.281,0.972796961,1,0.064,1.26
ENSG00000185915,KLHL34,0.085,1.312,0.986808093,1,0.051,0.993
ENSG00000156427,FGF18,0.158,1.293,0.987818935,1,0.067,1.429
ENSG00000187510,PLEKHG7,0.207,1.385,1,1,0.071,1.801
ENSG00000008324,SS18L2,0.003,1.299,1,1,0.026,0.955
ENSG00000162426,SLC45A1,0.062,1.465,1,1,0.039,1.254
ENSG00000171643,S100Z,0.176,1.303,1,1,0.064,1.701
ENSG00000172116,CD8B,0.116,1.33,1,1,0.051,1.49
ENSG00000259116,LOC102723809,0.059,1.21,1,1,0.04,1.124
ENSG00000257913,LOC105369758,0.11,1.5,0.993689438,1,0.053,1.313
ENSG00000226510,UPK1A-AS1,0.079,1.37,0.983622068,1,0.05,0.961
ENSG00000281690,ADAMTS12,0.198,1.38,1,1,0.069,1.789
ENSG00000282033,LOC100506563,0.198,1.309,0.972167561,1,0.076,1.572
ENSG00000160284,SPATC1L,0.048,1.523,1,1,0.038,1.032
ENSG00000274679,SPATC1L,0.048,1.524,1,1,0.038,1.032
ENSG00000167858,TEKT1,0.017,1.379,1,1,0.028,1.767
ENSG00000204444,APOM,0.143,1.379,0.987619993,1,0.07,1.197
ENSG00000109625,CPZ,0.095,1.482,1,1,0.044,1.597
ENSG00000226237,GAS1RR,0.1,1.431,1,1,0.054,1.124
ENSG00000280830,ADI1,0.129,1.251,1,1,0.056,1.432
ENSG00000174429,ABRA,0.112,1.38,0.995996978,1,0.059,1.133
ENSG00000186198,SLC51B,0.124,1.442,0.95719909,1,0.067,1.07
ENSG00000243753,HLA-L,0.253,1.523,1,1,0.068,2.397
ENSG00000183549,ACSM5,0.151,1.503,0.969568925,1,0.067,1.371
ENSG00000248919,ATP5J2-PTCD1,0.074,1.372,1,1,0.04,1.525
ENSG00000257545,LOC100287944,0.067,1.449,1,1,0.041,1.277
ENSG00000232903,LINC01166,0.258,1.668,0.985640887,1,0.087,1.861
ENSG00000214553,LRRC37A11P,0.096,1.517,1,1,0.049,1.323
ENSG00000258790,KIAA0391,0.189,1.288,1,1,0.05,2.687
ENSG00000261079,LOC440386,0.023,1.621,1,1,0.031,0.911
ENSG00000251314,LOC101929710,0.079,1.435,1,1,0.046,1.131
ENSG00000163623,NKX6-1,0.201,1.661,0.979353536,1,0.08,1.556
ENSG00000240632,SPATA31D5P,0.221,1.745,0.985584269,1,0.081,1.713
ENSG00000260238,PMF1-BGLAP,0.071,1.663,1,1,0.041,1.322
ENSG00000186334,SLC36A3,0.133,1.707,0.970953125,1,0.068,1.153
ENSG00000257838,LOC653786,0.032,1.488,1,1,0.032,1.211
ENSG00000166736,HTR3A,0.216,1.533,0.958987294,1,0.087,1.524
ENSG00000240707,LINC01168,0.023,1.876,1,1,0.028,1.98
ENSG00000172724,CCL19,0.134,1.709,1,1,0.053,1.665
ENSG00000269656,NOP53-AS1,0.167,1.534,1,1,0.062,1.717
ENSG00000267337,LINC01478,0.043,1.786,1,1,0.031,2.012
ENSG00000101850,GPR143,0.065,1.605,1,1,0.043,1.058
ENSG00000280627,SURF1,0.052,1.585,0.993829489,1,0.041,0.87
ENSG00000148290,SURF1,0.053,1.585,0.992039846,1,0.042,0.87
ENSG00000130720,FIBCD1,0.011,1.85,1,1,0.027,1.737
ENSG00000253408,LOC101929897,0.043,1.595,1,1,0.038,0.905
ENSG00000162877,PM20D1,0.036,1.773,1,1,0.032,1.386
ENSG00000245017,LOC643770,0.063,1.671,0.999016502,1,0.043,1.051
ENSG00000136883,KIF12,0.063,1.832,1,1,0.037,1.533
ENSG00000204345,CD300LD,0.023,1.716,1,1,0.031,0.897
ENSG00000167653,PSCA,0.164,1.717,0.991090982,1,0.067,1.512
ENSG00000134216,CHIA,0.175,1.844,1,1,0.064,1.727
ENSG00000249825,CTD-2201I18.1,0.09,1.645,0.984111308,1,0.055,0.989
ENSG00000122971,ACADS,0.085,1.745,0.968472734,1,0.052,1.033
ENSG00000147813,NAPRT,0.065,1.726,0.996951944,1,0.044,1.052
ENSG00000231584,FAHD2CP,0.047,1.71,1,1,0.037,1.111
ENSG00000160868,CYP3A4,0.083,1.744,1,1,0.045,1.323
ENSG00000234046,TRIM26,0.221,1.624,1,1,0.063,2.279
ENSG00000183246,RIMBP3C,0.072,1.788,1,1,0.038,1.637
ENSG00000283175,LOC101929130,0.089,1.725,0.993467244,1,0.055,0.971
ENSG00000215403,LL22NC01-81G9.3,0.049,1.811,1,1,0.041,0.834
ENSG00000248724,NPHP3-AS1,0.047,1.864,1,1,0.037,1.082
ENSG00000224281,SLC25A5-AS1,0.021,1.621,1,1,0.029,1.295
ENSG00000152766,ANKRD22,0.077,1.838,1,1,0.047,1.097
ENSG00000182902,SLC25A18,0.043,1.753,1,1,0.034,1.296
ENSG00000105327,BBC3,0.024,1.94,1,1,0.03,1.155
ENSG00000086717,PPEF1,0.072,1.834,1,1,0.044,1.175
ENSG00000283439,LOC107983988,0.28,2.042,0.998317483,1,0.09,1.99
ENSG00000263958,LOC100505797,0.112,1.711,0.997523517,1,0.06,1.132
ENSG00000198934,MAGEE1,0.086,1.719,1,1,0.047,1.266
ENSG00000186510,CLCNKA,0.113,2.119,1,1,0.046,1.819
ENSG00000204683,C10orf113,0.036,1.619,1,1,0.033,1.163
ENSG00000159251,ACTC1,0.065,2.112,1,1,0.037,1.677
ENSG00000073737,DHRS9,0.109,1.922,0.994118542,1,0.056,1.219
ENSG00000279571,MIR3911,0.301,1.66,0.975792951,1,0.099,1.951
ENSG00000171916,LGALS9C,0.085,1.941,1,1,0.04,1.803
ENSG00000168282,MGAT2,0.162,1.858,1,1,0.065,1.577
ENSG00000149489,ROM1,0.142,1.96,0.951364602,1,0.075,1.135
ENSG00000186143,PRR30,0.008,2.332,1,1,0.026,1.937
ENSG00000256025,CACNA1C-AS4,0.041,1.719,1,1,0.034,1.309
ENSG00000237022,HLA-C,0.001,2.043,1,1,0.025,2.22
ENSG00000250479,CHCHD10,-0.001,1.808,1,1,0.025,0.892
ENSG00000273607,CHCHD10,-0.001,1.808,1,1,0.025,0.892
ENSG00000260660,LOC105376731,0.035,1.8,1,1,0.033,1.23
ENSG00000227429,HCP5,0.044,1.828,1,1,0.031,2.153
ENSG00000162779,AXDND1,0.122,2.062,1,1,0.058,1.344
ENSG00000233725,LINC00284,0.012,2.053,1,1,0.027,1.477
ENSG00000272514,CFAP206,0.099,1.945,0.955553256,1,0.063,0.918
ENSG00000134762,DSC3,0.064,2.153,1,1,0.04,1.279
ENSG00000180712,LINC02363,0.034,1.938,1,1,0.035,0.863
ENSG00000225791,TRAM2-AS1,0.045,1.904,1,1,0.036,1.197
ENSG00000188779,SKOR1,0.061,2.051,1,1,0.041,1.129
ENSG00000207546,MIR548C,0.071,1.873,0.972816833,1,0.057,0.668
ENSG00000266016,MIR548Z,0.071,1.873,0.972814173,1,0.057,0.668
ENSG00000223972,DDX11L2,0.107,1.935,1,1,0.045,1.801
ENSG00000205857,NANOGNB,0.048,2.087,1,1,0.037,1.163
ENSG00000150526,MIA2,0.096,1.975,0.980072993,1,0.058,0.992
ENSG00000197651,CCER1,0.069,2.29,1,1,0.038,1.597
ENSG00000162753,SLC9C2,0.127,2.036,1,1,0.054,1.554
