Ensembl_ID,Gene_symbol,Log_FoldChange,logCPM,PValue,FDR_adjusted_P.value,Power,BCOV
ENSG00000127249,ATP13A4,-2.822,4.71,1.01E-08,8.50E-07,1,1.141
ENSG00000120594,PLXDC2,-2.246,6.09,1.01E-08,8.50E-07,1,0.863
ENSG00000109501,WFS1,-1.977,4.363,1.10E-08,9.22E-07,1,0.737
ENSG00000152601,MBNL1,-1.59,6.909,1.15E-08,9.58E-07,1,0.576
ENSG00000125730,C3,-2.233,6.537,1.21E-08,1.01E-06,1,0.863
ENSG00000196189,SEMA4A,-2.384,4.888,1.22E-08,1.01E-06,1,0.93
ENSG00000170786,SDR16C5,-3.694,2.116,1.27E-08,1.05E-06,1,1.6
ENSG00000127528,KLF2,-2.738,4.189,1.30E-08,1.08E-06,1,1.104
ENSG00000118407,FILIP1,-2.135,4.408,1.35E-08,1.10E-06,1,0.817
ENSG00000168685,IL7R,-1.589,5.405,1.34E-08,1.10E-06,1,0.576
ENSG00000165124,SVEP1,-2.332,4.82,1.41E-08,1.15E-06,1,0.912
ENSG00000167601,AXL,-1.992,5.071,1.51E-08,1.23E-06,1,0.754
ENSG00000143341,HMCN1,-2.36,5.656,1.52E-08,1.24E-06,1,0.929
ENSG00000115604,IL18R1,-2.809,2.723,1.58E-08,1.28E-06,1,1.144
ENSG00000010278,CD9,-2.184,4.671,1.59E-08,1.28E-06,1,0.844
ENSG00000142102,PGGHG,-2.299,5.496,1.59E-08,1.28E-06,1,0.9
ENSG00000087589,CASS4,-2.038,3.347,1.70E-08,1.37E-06,1,0.77
ENSG00000106366,SERPINE1,-2.577,6.47,1.75E-08,1.41E-06,1,1.039
ENSG00000198682,PAPSS2,-2.858,4.233,1.93E-08,1.54E-06,1,1.183
ENSG00000116133,DHCR24,-1.713,6.441,1.93E-08,1.54E-06,1,0.637
ENSG00000230254,HLA-E,-2.846,4.109,2.14E-08,1.68E-06,1,1.179
ENSG00000229252,HLA-E,-2.846,4.109,2.13E-08,1.68E-06,1,1.179
ENSG00000233904,HLA-E,-2.846,4.109,2.13E-08,1.68E-06,1,1.179
ENSG00000206493,HLA-E,-2.846,4.109,2.14E-08,1.68E-06,1,1.179
ENSG00000173548,SNX33,-1.851,5.076,2.17E-08,1.70E-06,1,0.699
ENSG00000134871,COL4A2,-1.857,7.23,2.19E-08,1.71E-06,1,0.705
ENSG00000160408,ST6GALNAC6,-1.499,4.727,2.22E-08,1.73E-06,1,0.543
ENSG00000149021,SCGB1A1,-4.036,4.317,2.24E-08,1.74E-06,1,1.825
ENSG00000182718,ANXA2,-1.789,6.306,2.24E-08,1.74E-06,1,0.674
ENSG00000140254,DUOXA1,-2.805,4.472,2.29E-08,1.77E-06,1,1.162
ENSG00000163884,KLF15,-2.391,3.246,2.37E-08,1.83E-06,1,0.945
ENSG00000183864,TOB2,-1.344,5.655,2.51E-08,1.93E-06,1,0.483
ENSG00000020577,SAMD4A,-2.07,5.371,2.56E-08,1.96E-06,1,0.805
ENSG00000231721,LINC-PINT,-2.177,5.078,2.81E-08,2.15E-06,1,0.857
ENSG00000143344,RGL1,-1.862,4.656,3.00E-08,2.28E-06,1,0.711
ENSG00000156030,ELMSAN1,-1.298,6.89,2.99E-08,2.28E-06,1,0.469
ENSG00000162063,CCNF,2.195,5.729,3.01E-08,2.28E-06,1,0.561
ENSG00000066056,TIE1,-2.215,4.49,3.11E-08,2.34E-06,1,0.876
ENSG00000168477,TNXB,-2.483,4.565,3.11E-08,2.34E-06,1,1.009
ENSG00000169744,LDB2,-2.388,4.691,3.10E-08,2.34E-06,1,0.963
ENSG00000196843,ARID5A,-2.258,4.187,3.16E-08,2.37E-06,1,0.894
ENSG00000122679,RAMP3,-3.428,1.994,3.31E-08,2.48E-06,1,1.5
ENSG00000241978,AKAP2,-2.094,6.894,3.42E-08,2.55E-06,1,0.826
ENSG00000112419,PHACTR2,-1.954,5.593,3.57E-08,2.66E-06,1,0.76
ENSG00000122359,ANXA11,-1.334,6.161,3.59E-08,2.67E-06,1,0.487
ENSG00000196329,GIMAP5,-2.271,4.364,3.73E-08,2.75E-06,1,0.909
ENSG00000119681,LTBP2,-2.017,6.249,3.73E-08,2.75E-06,1,0.79
ENSG00000187446,CHP1,-1.563,5.413,3.77E-08,2.78E-06,1,0.584
ENSG00000148175,STOM,-2.158,5.849,3.79E-08,2.78E-06,1,0.858
ENSG00000275214,IFI27,-1.915,3.363,3.86E-08,2.82E-06,1,0.734
ENSG00000174059,CD34,-2.05,5.119,3.92E-08,2.86E-06,1,0.806
ENSG00000149115,TNKS1BP1,-1.494,6.284,3.95E-08,2.87E-06,1,0.556
ENSG00000109099,PMP22,-2.236,3.804,3.99E-08,2.90E-06,1,0.892
ENSG00000151726,ACSL1,-1.58,5.324,4.04E-08,2.93E-06,1,0.592
ENSG00000019582,CD74,-2.254,8.568,4.21E-08,3.04E-06,1,0.909
ENSG00000070614,NDST1,-1.394,6.497,4.30E-08,3.10E-06,1,0.515
ENSG00000120738,EGR1,-2.58,7.774,4.41E-08,3.17E-06,1,1.073
ENSG00000100599,RIN3,-1.939,4.9,4.45E-08,3.19E-06,1,0.755
ENSG00000167434,CA4,-3.281,1.651,4.54E-08,3.23E-06,1,1.437
ENSG00000118515,SGK1,-2.009,5.863,4.53E-08,3.23E-06,1,0.791
ENSG00000114541,FRMD4B,-1.712,5.088,4.59E-08,3.26E-06,1,0.654
ENSG00000109321,AREG,-3.195,1.425,5.04E-08,3.55E-06,1,1.391
ENSG00000100311,PDGFB,-2.24,3.987,5.03E-08,3.55E-06,1,0.9
ENSG00000142961,MOB3C,-1.837,4.377,5.03E-08,3.55E-06,1,0.71
ENSG00000164342,TLR3,-2.103,2.983,5.16E-08,3.61E-06,1,0.829
ENSG00000007968,E2F2,2.772,4.583,5.16E-08,3.61E-06,1,0.679
ENSG00000282899,E2F2,2.772,4.583,5.15E-08,3.61E-06,1,0.679
ENSG00000226312,CFLAR-AS1,-1.444,4.828,5.20E-08,3.63E-06,1,0.537
ENSG00000183607,GKN2,-3.65,0.655,5.37E-08,3.74E-06,1,1.647
ENSG00000186088,GSAP,-1.947,4.627,5.42E-08,3.76E-06,1,0.765
ENSG00000167705,RILP,-2.792,0.594,5.45E-08,3.77E-06,1,1.163
ENSG00000274145,RILP,-2.792,0.594,5.46E-08,3.77E-06,1,1.163
ENSG00000278843,MMP28,-3.723,1.415,5.48E-08,3.78E-06,1,1.693
ENSG00000173530,TNFRSF10D,-2.262,2.908,5.51E-08,3.79E-06,1,0.907
ENSG00000156097,GPR61,6.741,2.575,5.62E-08,3.84E-06,1,1.2
ENSG00000128567,PODXL,-1.356,6.135,5.61E-08,3.84E-06,1,0.503
ENSG00000115380,EFEMP1,-2.314,4.088,5.66E-08,3.86E-06,1,0.944
ENSG00000105227,PRX,-2.964,3.312,5.78E-08,3.93E-06,1,1.281
ENSG00000053747,LAMA3,-1.901,6.002,5.81E-08,3.94E-06,1,0.747
ENSG00000141753,IGFBP4,-2.122,5.534,5.85E-08,3.96E-06,1,0.852
ENSG00000163637,PRICKLE2,-2.191,4.743,5.94E-08,4.01E-06,1,0.886
ENSG00000183688,RFLNB,-1.88,3.435,5.98E-08,4.03E-06,1,0.729
ENSG00000145819,ARHGAP26,-1.657,5.708,6.01E-08,4.04E-06,1,0.635
ENSG00000142910,TINAGL1,-1.907,4.11,6.63E-08,4.44E-06,1,0.748
ENSG00000232803,SLCO4A1-AS1,-2.919,1.588,6.71E-08,4.48E-06,1,1.255
ENSG00000080618,CPB2,-3.09,1.021,6.88E-08,4.59E-06,1,1.351
ENSG00000117525,F3,-2.29,4.007,6.90E-08,4.59E-06,1,0.937
ENSG00000100345,MYH9,-1.43,9.014,6.99E-08,4.64E-06,1,0.54
ENSG00000152527,PLEKHH2,-1.667,6.19,7.03E-08,4.65E-06,1,0.645
ENSG00000160712,IL6R,-1.979,4.741,7.60E-08,5.02E-06,1,0.789
ENSG00000096060,FKBP5,-2.04,6.886,7.65E-08,5.04E-06,1,0.822
ENSG00000165072,MAMDC2,-2.792,3.152,7.72E-08,5.07E-06,1,1.203
ENSG00000129467,ADCY4,-1.842,4.831,7.74E-08,5.07E-06,1,0.724
ENSG00000235750,KIAA0040,-1.782,4.927,7.80E-08,5.10E-06,1,0.697
ENSG00000189377,CXCL17,-2.227,3.043,7.92E-08,5.17E-06,1,0.905
ENSG00000166278,C2,-2.213,1.908,8.35E-08,5.43E-06,1,0.884
ENSG00000150457,LATS2,-2.6,3.641,8.42E-08,5.47E-06,1,1.101
ENSG00000185201,IFITM2,-2.31,4.239,8.66E-08,5.60E-06,1,0.956
ENSG00000084112,SSH1,-1.371,6.627,8.64E-08,5.60E-06,1,0.517
ENSG00000264470,MIR4794,-5.087,-1.324,9.04E-08,5.83E-06,1,2.425
ENSG00000184584,TMEM173,-1.731,4.495,9.18E-08,5.90E-06,1,0.675
ENSG00000187908,DMBT1,-2.888,5.682,9.38E-08,6.02E-06,1,1.265
ENSG00000166510,CCDC68,-2.677,2.935,9.48E-08,6.07E-06,1,1.147
ENSG00000113721,PDGFRB,-1.817,6.327,9.58E-08,6.11E-06,1,0.721
ENSG00000134853,PDGFRA,-1.904,4.427,1.02E-07,6.51E-06,1,0.76
ENSG00000186994,KANK3,-2.317,2.37,1.05E-07,6.63E-06,1,0.953
ENSG00000189221,MAOA,-2.803,4.055,1.04E-07,6.63E-06,1,1.22
ENSG00000133561,GIMAP6,-2.371,3.314,1.09E-07,6.88E-06,1,0.989
ENSG00000110876,SELPLG,-2.348,3.356,1.09E-07,6.91E-06,1,0.978
ENSG00000173210,ABLIM3,-2.049,4.484,1.14E-07,7.16E-06,1,0.835
ENSG00000173846,PLK3,-2.032,4.304,1.18E-07,7.43E-06,1,0.824
ENSG00000000938,FGR,-2.416,3.353,1.20E-07,7.52E-06,1,1.017
ENSG00000183378,OVCH2,-2.985,2.269,1.28E-07,8.03E-06,1,1.326
ENSG00000114353,GNAI2,-1.329,6.584,1.29E-07,8.04E-06,1,0.507
ENSG00000085117,CD82,-1.748,4.111,1.32E-07,8.24E-06,1,0.691
ENSG00000120306,CYSTM1,-1.673,3.643,1.35E-07,8.39E-06,1,0.653
ENSG00000106546,AHR,-2.134,5.518,1.36E-07,8.39E-06,1,0.884
ENSG00000144824,PHLDB2,-1.609,5.23,1.36E-07,8.40E-06,1,0.631
ENSG00000128564,VGF,5.802,2.7,1.38E-07,8.51E-06,1,1.127
ENSG00000123473,STIL,2.349,5.697,1.39E-07,8.53E-06,1,0.622
ENSG00000123080,CDKN2C,3.179,5.771,1.39E-07,8.53E-06,1,0.785
ENSG00000108639,SYNGR2,-1.676,5.046,1.43E-07,8.75E-06,1,0.661
ENSG00000127533,F2RL3,-1.399,4.391,1.46E-07,8.91E-06,1,0.534
ENSG00000099860,GADD45B,-2.58,4.699,1.46E-07,8.91E-06,1,1.115
ENSG00000101439,CST3,-1.654,5.435,1.47E-07,8.93E-06,1,0.654
ENSG00000071967,CYBRD1,-1.593,4.889,1.50E-07,9.08E-06,1,0.625
ENSG00000074416,MGLL,-1.657,5.907,1.54E-07,9.33E-06,1,0.657
ENSG00000166292,TMEM100,-3.245,2.761,1.58E-07,9.53E-06,1,1.483
ENSG00000155090,KLF10,-1.55,5.716,1.58E-07,9.53E-06,1,0.608
ENSG00000104738,MCM4,2.082,6.808,1.59E-07,9.56E-06,1,0.569
ENSG00000152137,HSPB8,-2.625,2.806,1.60E-07,9.62E-06,1,1.137
ENSG00000186350,RXRA,-1.897,5.334,1.63E-07,9.74E-06,1,0.772
ENSG00000099204,ABLIM1,-1.771,6.523,1.63E-07,9.74E-06,1,0.713
ENSG00000019144,PHLDB1,-1.156,7.904,1.63E-07,9.74E-06,1,0.437
ENSG00000101335,MYL9,-2.372,5.386,1.65E-07,9.79E-06,1,1.012
ENSG00000156453,PCDH1,-1.765,5.075,1.66E-07,9.80E-06,1,0.709
ENSG00000089159,PXN,-1.487,6.674,1.65E-07,9.80E-06,1,0.581
ENSG00000182197,EXT1,-1.446,5.426,1.73E-07,1.02E-05,1,0.563
ENSG00000125848,FLRT3,-2.024,4.069,1.75E-07,1.03E-05,1,0.834
ENSG00000271447,MMP28,-3.572,0.173,1.81E-07,1.06E-05,1,1.665
ENSG00000085063,CD59,-1.605,5.982,1.81E-07,1.06E-05,1,0.637
ENSG00000144331,ZNF385B,-2.177,4.093,1.82E-07,1.07E-05,1,0.912
ENSG00000095637,SORBS1,-1.519,6.242,1.98E-07,1.15E-05,1,0.6
ENSG00000095383,TBC1D2,-1.992,3.533,2.00E-07,1.17E-05,1,0.815
ENSG00000069702,TGFBR3,-1.815,4.776,2.01E-07,1.17E-05,1,0.736
ENSG00000087903,RFX2,-1.487,5.79,2.07E-07,1.20E-05,1,0.585
ENSG00000207751,MIR130B,5.334,2.526,2.07E-07,1.20E-05,1,1.083
ENSG00000135926,TMBIM1,-1.436,5.094,2.13E-07,1.23E-05,1,0.56
ENSG00000170345,FOS,-2.415,7.424,2.13E-07,1.23E-05,1,1.046
ENSG00000197381,ADARB1,-1.802,5.727,2.17E-07,1.25E-05,1,0.735
ENSG00000156076,WIF1,-3.664,2.284,2.19E-07,1.26E-05,1,1.748
ENSG00000050405,LIMA1,-1.298,5.465,2.19E-07,1.26E-05,1,0.501
ENSG00000147889,CDKN2A,2.425,5.527,2.21E-07,1.26E-05,1,0.646
ENSG00000169991,IFFO2,-1.937,4.615,2.34E-07,1.34E-05,1,0.8
ENSG00000101187,SLCO4A1,-2.361,3.768,2.36E-07,1.34E-05,1,1.015
ENSG00000110013,SIAE,-1.333,4.078,2.36E-07,1.34E-05,1,0.511
ENSG00000273540,AGBL1,-2.203,4.38,2.36E-07,1.34E-05,1,0.935
ENSG00000120318,ARAP3,-1.718,4.726,2.39E-07,1.35E-05,1,0.694
ENSG00000275410,HNF1B,-2.531,2.023,2.41E-07,1.36E-05,1,1.099
ENSG00000159958,TNFRSF13C,2.063,4.594,2.43E-07,1.37E-05,1,0.567
ENSG00000163820,FYCO1,-1.498,5.39,2.45E-07,1.38E-05,1,0.593
ENSG00000091136,LAMB1,-1.514,6.22,2.49E-07,1.40E-05,1,0.603
ENSG00000154198,CYP4Z2P,-3.556,1.638,2.50E-07,1.40E-05,1,1.691
ENSG00000231389,HLA-DPA1,-2.479,1.46,2.57E-07,1.43E-05,1,1.068
ENSG00000136732,GYPC,-2.281,3.074,2.58E-07,1.44E-05,1,0.97
ENSG00000103534,TMC5,-2.438,5.135,2.60E-07,1.45E-05,1,1.064
ENSG00000114698,PLSCR4,-1.771,3.687,2.61E-07,1.45E-05,1,0.72
ENSG00000128283,CDC42EP1,-2.322,3.925,2.63E-07,1.46E-05,1,0.998
ENSG00000263831,MIR378E,-4.105,-0.996,2.66E-07,1.47E-05,1,2.084
ENSG00000052344,PRSS8,-1.805,3.757,2.67E-07,1.47E-05,1,0.737
ENSG00000107551,RASSF4,-1.798,5.767,2.68E-07,1.48E-05,1,0.738
ENSG00000132965,ALOX5AP,-3.218,1.712,2.84E-07,1.56E-05,1,1.502
ENSG00000107968,MAP3K8,-2.372,3.334,2.84E-07,1.56E-05,1,1.024
ENSG00000242092,HLA-DMB,-3.153,1.357,2.87E-07,1.57E-05,1,1.45
ENSG00000144230,GPR17,-3.017,2.697,2.94E-07,1.60E-05,1,1.386
ENSG00000197879,MYO1C,-1.705,6.323,2.94E-07,1.60E-05,1,0.696
ENSG00000224103,HLA-DPA1,-2.613,3.968,2.97E-07,1.62E-05,1,1.162
ENSG00000120889,TNFRSF10B,-1.921,4.419,2.98E-07,1.62E-05,1,0.799
ENSG00000123358,NR4A1,-2.143,7.447,2.99E-07,1.62E-05,1,0.916
ENSG00000245293,LOC101929595,-2.823,2.414,3.02E-07,1.63E-05,1,1.275
ENSG00000125845,BMP2,-2.481,3.466,3.02E-07,1.63E-05,1,1.086
ENSG00000241684,ADAMTS9-AS2,-1.905,3.737,3.03E-07,1.63E-05,1,0.789
ENSG00000177697,CD151,-1.377,5.143,3.09E-07,1.66E-05,1,0.541
ENSG00000030582,GRN,-1.538,5.471,3.11E-07,1.67E-05,1,0.617
ENSG00000107798,LIPA,-1.684,3.696,3.15E-07,1.69E-05,1,0.68
ENSG00000158246,FAM46B,-2.903,2.059,3.16E-07,1.69E-05,1,1.318
ENSG00000230798,FOXD3-AS1,6.107,1.702,3.19E-07,1.70E-05,1,1.132
ENSG00000164161,HHIP,-2.168,4.864,3.22E-07,1.71E-05,1,0.929
ENSG00000138448,ITGAV,-1.843,5.512,3.26E-07,1.73E-05,1,0.766
ENSG00000281881,SPRY4-IT1,-2.083,1.993,3.28E-07,1.74E-05,1,0.874
ENSG00000175538,KCNE3,-1.914,3.769,3.39E-07,1.80E-05,1,0.8
ENSG00000273274,ZBTB8B,1.303,5.858,3.42E-07,1.81E-05,1,0.391
ENSG00000207586,MIR135A2,-4.843,-1.193,3.47E-07,1.83E-05,1,2.448
ENSG00000019169,MARCO,-3.32,2.472,3.47E-07,1.83E-05,1,1.57
ENSG00000008735,MAPK8IP2,2.443,5.048,3.49E-07,1.83E-05,1,0.658
ENSG00000168994,PXDC1,-1.995,3.795,3.50E-07,1.83E-05,1,0.841
ENSG00000120833,SOCS2,-1.829,4.557,3.50E-07,1.83E-05,1,0.758
ENSG00000131634,TMEM204,-2.02,3.194,3.55E-07,1.85E-05,1,0.85
ENSG00000237710,HLA-DPB1,-2.966,0.997,3.56E-07,1.85E-05,1,1.349
ENSG00000226826,HLA-DPB1,-2.966,0.998,3.56E-07,1.85E-05,1,1.349
ENSG00000282800,MIR22HG,-2.381,2.563,3.64E-07,1.89E-05,1,1.035
ENSG00000186594,MIR22HG,-2.38,2.563,3.68E-07,1.91E-05,1,1.035
ENSG00000115648,MLPH,-1.925,5.37,3.74E-07,1.93E-05,1,0.81
ENSG00000230072,SFTA2,-4.606,-0.323,3.81E-07,1.96E-05,1,2.281
ENSG00000142089,IFITM3,-2.004,5.14,3.90E-07,2.01E-05,1,0.851
ENSG00000122042,UBL3,-1.615,3.803,4.00E-07,2.06E-05,1,0.654
ENSG00000162924,REL,-1.617,6.069,4.01E-07,2.06E-05,1,0.662
ENSG00000144724,PTPRG,-1.397,6.372,4.06E-07,2.08E-05,1,0.559
ENSG00000224347,SCEL-AS1,-4,-0.991,4.14E-07,2.11E-05,1,1.979
ENSG00000131370,SH3BP5,-1.521,4.944,4.17E-07,2.13E-05,1,0.616
ENSG00000157514,TSC22D3,-2.012,6.141,4.30E-07,2.19E-05,1,0.86
ENSG00000152642,GPD1L,-2.002,3.744,4.33E-07,2.20E-05,1,0.849
ENSG00000012171,SEMA3B,-1.711,3.804,4.38E-07,2.22E-05,1,0.702
ENSG00000188536,HBA2,-3.863,5.384,4.51E-07,2.28E-05,1,1.925
ENSG00000123838,C4BPA,-3.125,2.808,4.53E-07,2.29E-05,1,1.475
ENSG00000106992,AK1,-1.802,3.974,4.55E-07,2.29E-05,1,0.751
ENSG00000116678,LEPR,-1.91,3.913,4.58E-07,2.30E-05,1,0.807
ENSG00000114654,EFCC1,-2.809,2.239,4.74E-07,2.38E-05,1,1.292
ENSG00000101608,MYL12A,-1.662,4.474,4.76E-07,2.39E-05,1,0.686
ENSG00000226422,PSORS1C3,-3.379,-1.158,4.81E-07,2.41E-05,1,1.491
ENSG00000163220,S100A9,-3.315,1.155,4.85E-07,2.42E-05,1,1.58
ENSG00000196260,SFTA2,-4.145,0.216,4.87E-07,2.43E-05,1,2.056
ENSG00000048740,CELF2,-1.79,6.043,4.87E-07,2.43E-05,1,0.752
ENSG00000064989,CALCRL,-1.786,3.738,4.92E-07,2.44E-05,1,0.743
ENSG00000150938,CRIM1,-2.051,5.365,4.92E-07,2.44E-05,1,0.884
ENSG00000139132,FGD4,-1.202,5.688,4.97E-07,2.46E-05,1,0.474
ENSG00000173166,RAPH1,-1.407,6.388,5.12E-07,2.53E-05,1,0.569
ENSG00000035403,VCL,-1.817,6.413,5.30E-07,2.62E-05,1,0.769
ENSG00000121075,TBX4,-2.421,3.171,5.63E-07,2.77E-05,1,1.082
ENSG00000185090,MANEAL,2.729,5,5.72E-07,2.81E-05,1,0.734
ENSG00000046889,PREX2,-2.169,5.112,5.76E-07,2.82E-05,1,0.953
ENSG00000225454,SFTA2,-4.268,0.242,5.80E-07,2.84E-05,1,2.176
ENSG00000173369,C1QB,-2.05,4.471,5.96E-07,2.91E-05,1,0.889
ENSG00000172889,EGFL7,-2.414,4.563,6.05E-07,2.95E-05,1,1.084
ENSG00000168610,STAT3,-1.369,6.991,6.13E-07,2.99E-05,1,0.556
ENSG00000145623,OSMR,-2.113,4.983,6.19E-07,3.01E-05,1,0.925
ENSG00000259803,SLC22A31,-3.201,2.49,6.28E-07,3.05E-05,1,1.536
ENSG00000011465,DCN,-1.769,5.97,6.35E-07,3.08E-05,1,0.749
ENSG00000171848,RRM2,2.692,5.847,6.36E-07,3.08E-05,1,0.73
ENSG00000135127,BICDL1,1.912,5.941,6.47E-07,3.13E-05,1,0.554
ENSG00000176771,NCKAP5,-1.947,4.74,6.60E-07,3.18E-05,1,0.839
ENSG00000166444,ST5,-0.923,6.145,6.76E-07,3.25E-05,1,0.356
ENSG00000166348,USP54,-1.166,6.267,6.91E-07,3.32E-05,1,0.465
ENSG00000203804,ADAMTSL4-AS1,-1.761,4.531,6.95E-07,3.33E-05,1,0.743
ENSG00000258947,TUBB3,2.985,5.939,6.95E-07,3.33E-05,1,0.794
ENSG00000005884,ITGA3,-1.354,6.427,7.02E-07,3.35E-05,1,0.551
ENSG00000152583,SPARCL1,-2.035,5.924,7.04E-07,3.35E-05,1,0.889
ENSG00000075420,FNDC3B,-1.362,6.792,7.05E-07,3.35E-05,1,0.556
ENSG00000108342,CSF3,-3.457,2.598,7.13E-07,3.38E-05,1,1.7
ENSG00000163629,PTPN13,-2.035,5.327,7.13E-07,3.38E-05,1,0.889
ENSG00000149798,CDC42EP2,-2.069,3.189,7.38E-07,3.49E-05,1,0.9
ENSG00000168393,DTYMK,2.002,4.386,7.62E-07,3.60E-05,1,0.573
ENSG00000125872,LRRN4,-3.146,1.899,7.72E-07,3.64E-05,1,1.517
ENSG00000065534,MYLK,-1.392,6.911,7.75E-07,3.65E-05,1,0.572
ENSG00000136542,GALNT5,-2.309,3.648,7.96E-07,3.74E-05,1,1.037
ENSG00000180448,ARHGAP45,-1.713,4.192,8.04E-07,3.77E-05,1,0.722
ENSG00000004799,PDK4,-2.325,5.998,8.11E-07,3.80E-05,1,1.052
ENSG00000186193,SAPCD2,2.892,5.081,8.46E-07,3.96E-05,1,0.776
ENSG00000120279,MYCT1,-2.456,2.365,8.72E-07,4.07E-05,1,1.119
ENSG00000053372,MRTO4,1.974,4.191,8.91E-07,4.15E-05,1,0.573
ENSG00000169418,NPR1,-2.638,3.934,8.97E-07,4.17E-05,1,1.229
ENSG00000090376,IRAK3,-1.77,5.314,9.25E-07,4.29E-05,1,0.761
ENSG00000184292,TACSTD2,-2.675,2.94,9.27E-07,4.30E-05,1,1.247
ENSG00000118640,VAMP8,-2.005,3.047,9.32E-07,4.31E-05,1,0.874
ENSG00000019102,VSIG2,-2.512,2.288,9.38E-07,4.33E-05,1,1.155
ENSG00000128512,DOCK4,-1.457,6.205,9.41E-07,4.34E-05,1,0.607
ENSG00000127603,MACF1,-1.184,9.985,9.59E-07,4.42E-05,1,0.481
ENSG00000163162,RNF149,-1.182,4.719,9.66E-07,4.44E-05,1,0.475
ENSG00000164638,SLC29A4,2.787,5.4,9.75E-07,4.48E-05,1,0.763
ENSG00000225383,SFTA1P,-3.143,1.816,1.01E-06,4.63E-05,1,1.528
ENSG00000079462,PAFAH1B3,2.833,3.895,1.03E-06,4.72E-05,1,0.771
ENSG00000173269,MMRN2,-1.665,4.381,1.05E-06,4.79E-05,1,0.709
ENSG00000173482,PTPRM,-1.384,6.441,1.07E-06,4.90E-05,1,0.575
ENSG00000196154,S100A4,-2.65,2.108,1.08E-06,4.90E-05,1,1.244
ENSG00000203852,HIST2H3A,3.346,4.099,1.10E-06,4.97E-05,1,0.875
ENSG00000203811,HIST2H3C,3.346,4.099,1.10E-06,4.97E-05,1,0.875
ENSG00000134020,PEBP4,-3.781,0.938,1.10E-06,4.98E-05,1,1.937
ENSG00000150995,ITPR1,-1.985,5.53,1.15E-06,5.20E-05,1,0.88
ENSG00000169116,PARM1,-1.764,5.126,1.17E-06,5.29E-05,1,0.765
ENSG00000267374,MIR924HG,3.619,2.998,1.18E-06,5.31E-05,1,0.914
ENSG00000177108,ZDHHC22,3.871,4.501,1.19E-06,5.33E-05,1,0.964
ENSG00000081479,LRP2,-2.008,5.345,1.19E-06,5.33E-05,1,0.894
ENSG00000120549,KIAA1217,-1.738,5.825,1.19E-06,5.33E-05,1,0.753
ENSG00000276194,HNF1B,-2.41,1.843,1.20E-06,5.38E-05,1,1.099
ENSG00000103723,AP3B2,1.781,6.469,1.22E-06,5.43E-05,1,0.538
ENSG00000184611,KCNH7,4.095,4.823,1.23E-06,5.46E-05,1,1.018
ENSG00000154175,ABI3BP,-1.578,6.151,1.24E-06,5.53E-05,1,0.674
ENSG00000278545,8-Mar,-2.437,4.69,1.25E-06,5.55E-05,1,1.133
ENSG00000159388,BTG2,-1.538,6.577,1.26E-06,5.57E-05,1,0.655
ENSG00000165238,WNK2,2.505,7.24,1.26E-06,5.59E-05,1,0.711
ENSG00000143110,C1orf162,-2.179,2.996,1.26E-06,5.59E-05,1,0.981
ENSG00000152818,UTRN,-1.812,7.521,1.28E-06,5.64E-05,1,0.794
ENSG00000106034,CPED1,-1.743,4.021,1.31E-06,5.75E-05,1,0.752
ENSG00000170291,ELP5,-1.516,3.825,1.32E-06,5.79E-05,1,0.637
ENSG00000236581,STARD13-AS,-2.224,3.88,1.32E-06,5.79E-05,1,1.014
ENSG00000198053,SIRPA,-1.52,4.557,1.32E-06,5.79E-05,1,0.642
ENSG00000109320,NFKB1,-1.634,4.578,1.37E-06,6.01E-05,1,0.701
ENSG00000197702,PARVA,-1.245,5.352,1.37E-06,6.01E-05,1,0.514
ENSG00000138411,HECW2,-1.769,6.083,1.39E-06,6.06E-05,1,0.775
ENSG00000196159,FAT4,-1.963,5.461,1.39E-06,6.07E-05,1,0.876
ENSG00000123243,ITIH5,-1.754,4.849,1.40E-06,6.08E-05,1,0.764
ENSG00000125787,GNRH2,7.755,1.989,1.40E-06,6.09E-05,1,1.365
ENSG00000168807,SNTB2,-1.271,5.836,1.41E-06,6.10E-05,1,0.527
ENSG00000079819,EPB41L2,-1.708,6.216,1.43E-06,6.17E-05,1,0.744
ENSG00000100167,3-Sep,2.657,6.425,1.48E-06,6.38E-05,1,0.748
ENSG00000117650,NEK2,2.303,4.335,1.48E-06,6.39E-05,1,0.665
ENSG00000119457,SLC46A2,-3.003,1.24,1.49E-06,6.41E-05,1,1.459
ENSG00000111341,MGP,-2.004,5.184,1.50E-06,6.47E-05,1,0.9
ENSG00000135678,CPM,-1.153,5.996,1.51E-06,6.47E-05,1,0.473
ENSG00000050165,DKK3,-1.907,4.228,1.51E-06,6.49E-05,1,0.847
ENSG00000155849,ELMO1,-1.556,5.825,1.52E-06,6.53E-05,1,0.668
ENSG00000168496,FEN1,1.96,4.979,1.54E-06,6.58E-05,1,0.582
ENSG00000164442,CITED2,-1.669,5.087,1.54E-06,6.59E-05,1,0.724
ENSG00000113742,CPEB4,-1.362,5.993,1.60E-06,6.83E-05,1,0.574
ENSG00000165197,VEGFD,-3.474,1.7,1.63E-06,6.91E-05,1,1.776
ENSG00000232339,NOTCH4,-2.282,3.51,1.63E-06,6.91E-05,1,1.049
ENSG00000086062,B4GALT1,-1.649,5.565,1.65E-06,6.98E-05,1,0.717
